gamePk,date,home,away,status
746020,2024-09-03T22:40:00Z,Miami Marlins,Washington Nationals,Final
745047,2024-09-03T22:50:00Z,Tampa Bay Rays,Minnesota Twins,Final
744891,2024-09-03T23:07:00Z,Toronto Blue Jays,Philadelphia Phillies,Final
745778,2024-09-03T23:10:00Z,New York Mets,Boston Red Sox,Final
747079,2024-09-03T23:20:00Z,Atlanta Braves,Colorado Rockies,Final
746264,2024-09-03T23:40:00Z,Kansas City Royals,Cleveland Guardians,Final
746834,2024-09-03T23:40:00Z,Chicago Cubs,Pittsburgh Pirates,Final
745944,2024-09-03T23:40:00Z,Milwaukee Brewers,St. Louis Cardinals,Final
744968,2024-09-04T00:05:00Z,Texas Rangers,New York Yankees,Final
746185,2024-09-04T01:38:00Z,Los Angeles Angels,Los Angeles Dodgers,Final
745615,2024-09-04T01:40:00Z,Oakland Athletics,Seattle Mariners,Final
745293,2024-09-04T01:45:00Z,San Francisco Giants,Arizona Diamondbacks,Final
744887,2024-09-04T19:07:00Z,Toronto Blue Jays,Philadelphia Phillies,Final
746990,2024-09-04T22:35:00Z,Baltimore Orioles,Chicago White Sox,Final
746666,2024-09-04T22:40:00Z,Cincinnati Reds,Houston Astros,Final
746019,2024-09-04T22:40:00Z,Miami Marlins,Washington Nationals,Final
745045,2024-09-04T22:50:00Z,Tampa Bay Rays,Minnesota Twins,Final
745776,2024-09-04T23:10:00Z,New York Mets,Boston Red Sox,Final
747075,2024-09-04T23:20:00Z,Atlanta Braves,Colorado Rockies,Final
746262,2024-09-04T23:40:00Z,Kansas City Royals,Cleveland Guardians,Final
746835,2024-09-04T23:40:00Z,Chicago Cubs,Pittsburgh Pirates,Final
745938,2024-09-04T23:40:00Z,Milwaukee Brewers,St. Louis Cardinals,Final
744964,2024-09-05T00:05:00Z,Texas Rangers,New York Yankees,Final
746178,2024-09-05T01:38:00Z,Los Angeles Angels,Los Angeles Dodgers,Final
745370,2024-09-05T01:40:00Z,San Diego Padres,Detroit Tigers,Final
745614,2024-09-05T01:40:00Z,Oakland Athletics,Seattle Mariners,Final
745290,2024-09-05T01:45:00Z,San Francisco Giants,Arizona Diamondbacks,Final
746664,2024-09-05T17:10:00Z,Cincinnati Reds,Houston Astros,Final
745042,2024-09-05T17:10:00Z,Tampa Bay Rays,Minnesota Twins,Final
745612,2024-09-05T19:37:00Z,Oakland Athletics,Seattle Mariners,Final
745289,2024-09-05T19:45:00Z,San Francisco Giants,Arizona Diamondbacks,Final
745451,2024-09-05T22:40:00Z,Pittsburgh Pirates,Washington Nationals,Final
746021,2024-09-05T22:40:00Z,Miami Marlins,Philadelphia Phillies,Final
747073,2024-09-05T23:20:00Z,Atlanta Braves,Colorado Rockies,Final
744966,2024-09-06T00:05:00Z,Texas Rangers,Los Angeles Angels,Final
745369,2024-09-06T00:40:00Z,San Diego Padres,Detroit Tigers,Final
746832,2024-09-06T18:20:00Z,Chicago Cubs,New York Yankees,Final
745941,2024-09-06T22:10:00Z,Milwaukee Brewers,Colorado Rockies,Final
746993,2024-09-06T23:05:00Z,Baltimore Orioles,Tampa Bay Rays,Final
745777,2024-09-06T23:10:00Z,New York Mets,Cincinnati Reds,Final
746912,2024-09-06T23:10:00Z,Boston Red Sox,Chicago White Sox,Final
746016,2024-09-06T23:10:00Z,Miami Marlins,Philadelphia Phillies,Final
747074,2024-09-06T23:20:00Z,Atlanta Braves,Toronto Blue Jays,Final
744967,2024-09-07T00:05:00Z,Texas Rangers,Los Angeles Angels,Final
746343,2024-09-07T00:10:00Z,Houston Astros,Arizona Diamondbacks,Final
746257,2024-09-07T00:10:00Z,Kansas City Royals,Minnesota Twins,Final
745131,2024-09-07T00:15:00Z,St. Louis Cardinals,Seattle Mariners,Final
745611,2024-09-07T01:40:00Z,Oakland Athletics,Detroit Tigers,Final
745371,2024-09-07T01:40:00Z,San Diego Padres,San Francisco Giants,Final
746104,2024-09-07T02:10:00Z,Los Angeles Dodgers,Cleveland Guardians,Final
745455,2024-09-06T22:40:00Z,Pittsburgh Pirates,Washington Nationals,Final
745455,2024-09-07T17:35:00Z,Pittsburgh Pirates,Washington Nationals,Final
745456,2024-09-07T22:40:00Z,Pittsburgh Pirates,Washington Nationals,Final
746829,2024-09-07T18:20:00Z,Chicago Cubs,New York Yankees,Final
746986,2024-09-07T20:05:00Z,Baltimore Orioles,Tampa Bay Rays,Final
745613,2024-09-07T20:07:00Z,Oakland Athletics,Detroit Tigers,Final
746344,2024-09-07T20:10:00Z,Houston Astros,Arizona Diamondbacks,Final
745775,2024-09-07T20:10:00Z,New York Mets,Cincinnati Reds,Final
746018,2024-09-07T20:10:00Z,Miami Marlins,Philadelphia Phillies,Final
744963,2024-09-07T23:05:00Z,Texas Rangers,Los Angeles Angels,Final
745942,2024-09-07T23:10:00Z,Milwaukee Brewers,Colorado Rockies,Final
745125,2024-09-07T23:15:00Z,St. Louis Cardinals,Seattle Mariners,Final
746259,2024-09-07T23:15:00Z,Kansas City Royals,Minnesota Twins,Final
746911,2024-09-07T23:15:00Z,Boston Red Sox,Chicago White Sox,Final
747076,2024-09-07T23:20:00Z,Atlanta Braves,Toronto Blue Jays,Final
745372,2024-09-08T00:40:00Z,San Diego Padres,San Francisco Giants,Final
746099,2024-09-08T01:10:00Z,Los Angeles Dodgers,Cleveland Guardians,Final
746989,2024-09-08T16:05:00Z,Baltimore Orioles,Tampa Bay Rays,Final
745453,2024-09-08T17:35:00Z,Pittsburgh Pirates,Washington Nationals,Final
747072,2024-09-08T17:35:00Z,Atlanta Braves,Toronto Blue Jays,Final
746910,2024-09-08T17:35:00Z,Boston Red Sox,Chicago White Sox,Final
745774,2024-09-08T17:40:00Z,New York Mets,Cincinnati Reds,Final
746017,2024-09-08T17:40:00Z,Miami Marlins,Philadelphia Phillies,Final
746258,2024-09-08T18:10:00Z,Kansas City Royals,Minnesota Twins,Final
745940,2024-09-08T18:10:00Z,Milwaukee Brewers,Colorado Rockies,Final
745128,2024-09-08T18:15:00Z,St. Louis Cardinals,Seattle Mariners,Final
746827,2024-09-08T18:20:00Z,Chicago Cubs,New York Yankees,Final
744965,2024-09-08T18:35:00Z,Texas Rangers,Los Angeles Angels,Final
745616,2024-09-08T20:07:00Z,Oakland Athletics,Detroit Tigers,Final
746098,2024-09-08T20:10:00Z,Los Angeles Dodgers,Cleveland Guardians,Final
745368,2024-09-08T20:10:00Z,San Diego Padres,San Francisco Giants,Final
746345,2024-09-08T23:10:00Z,Houston Astros,Arizona Diamondbacks,Final
745534,2024-09-09T22:40:00Z,Philadelphia Phillies,Tampa Bay Rays,Final
747090,2024-09-09T22:40:00Z,Atlanta Braves,Cincinnati Reds,Final
745454,2024-09-09T22:40:00Z,Pittsburgh Pirates,Miami Marlins,Final
745698,2024-09-09T23:05:00Z,New York Yankees,Kansas City Royals,Final
744888,2024-09-09T23:07:00Z,Toronto Blue Jays,New York Mets,Final
746909,2024-09-09T23:10:00Z,Boston Red Sox,Baltimore Orioles,Final
745860,2024-09-09T23:40:00Z,Minnesota Twins,Los Angeles Angels,Final
746746,2024-09-09T23:40:00Z,Chicago White Sox,Cleveland Guardians,Final
746101,2024-09-10T02:10:00Z,Los Angeles Dodgers,Chicago Cubs,Final
746428,2024-09-10T22:40:00Z,Detroit Tigers,Colorado Rockies,Final
745535,2024-09-10T22:40:00Z,Philadelphia Phillies,Tampa Bay Rays,Final
745446,2024-09-10T22:40:00Z,Pittsburgh Pirates,Miami Marlins,Final
744807,2024-09-10T22:45:00Z,Washington Nationals,Atlanta Braves,Final
745694,2024-09-10T23:05:00Z,New York Yankees,Kansas City Royals,Final
744886,2024-09-10T23:07:00Z,Toronto Blue Jays,New York Mets,Final
746907,2024-09-10T23:10:00Z,Boston Red Sox,Baltimore Orioles,Final
745856,2024-09-10T23:40:00Z,Minnesota Twins,Los Angeles Angels,Final
746747,2024-09-10T23:40:00Z,Chicago White Sox,Cleveland Guardians,Final
745126,2024-09-10T23:45:00Z,St. Louis Cardinals,Cincinnati Reds,Final
746346,2024-09-11T00:10:00Z,Houston Astros,Oakland Athletics,Final
745210,2024-09-11T01:40:00Z,Seattle Mariners,San Diego Padres,Final
747152,2024-09-11T01:40:00Z,Arizona Diamondbacks,Texas Rangers,Final
745291,2024-09-11T01:45:00Z,San Francisco Giants,Milwaukee Brewers,Final
746097,2024-09-11T02:10:00Z,Los Angeles Dodgers,Chicago Cubs,Final
745450,2024-09-11T16:35:00Z,Pittsburgh Pirates,Miami Marlins,Final
746745,2024-09-11T18:10:00Z,Chicago White Sox,Cleveland Guardians,Final
744881,2024-09-11T19:07:00Z,Toronto Blue Jays,New York Mets,Final
747154,2024-09-11T19:40:00Z,Arizona Diamondbacks,Texas Rangers,Final
746425,2024-09-11T22:40:00Z,Detroit Tigers,Colorado Rockies,Final
745525,2024-09-11T22:40:00Z,Philadelphia Phillies,Tampa Bay Rays,Final
744804,2024-09-11T22:45:00Z,Washington Nationals,Atlanta Braves,Final
745697,2024-09-11T23:05:00Z,New York Yankees,Kansas City Royals,Final
746908,2024-09-11T23:10:00Z,Boston Red Sox,Baltimore Orioles,Final
745857,2024-09-11T23:10:00Z,Minnesota Twins,Los Angeles Angels,Final
745127,2024-09-11T23:45:00Z,St. Louis Cardinals,Cincinnati Reds,Final
746342,2024-09-12T00:10:00Z,Houston Astros,Oakland Athletics,Final
745214,2024-09-12T01:40:00Z,Seattle Mariners,San Diego Padres,Final
745285,2024-09-12T01:45:00Z,San Francisco Giants,Milwaukee Brewers,Final
746100,2024-09-12T02:10:00Z,Los Angeles Dodgers,Chicago Cubs,Final
746427,2024-09-12T17:10:00Z,Detroit Tigers,Colorado Rockies,Final
745129,2024-09-12T17:15:00Z,St. Louis Cardinals,Cincinnati Reds,Final
746337,2024-09-12T18:10:00Z,Houston Astros,Oakland Athletics,Final
744805,2024-09-12T22:45:00Z,Washington Nationals,Miami Marlins,Final
746591,2024-09-12T23:15:00Z,Cleveland Guardians,Tampa Bay Rays,Final
745695,2024-09-12T23:15:00Z,New York Yankees,Boston Red Sox,Final
745208,2024-09-13T01:40:00Z,Seattle Mariners,Texas Rangers,Final
745288,2024-09-13T01:45:00Z,San Francisco Giants,Milwaukee Brewers,Final
746423,2024-09-13T22:40:00Z,Detroit Tigers,Baltimore Orioles,Final
745447,2024-09-13T22:40:00Z,Pittsburgh Pirates,Kansas City Royals,Final
745529,2024-09-13T22:40:00Z,Philadelphia Phillies,New York Mets,Final
744800,2024-09-13T22:45:00Z,Washington Nationals,Miami Marlins,Final
745696,2024-09-13T23:05:00Z,New York Yankees,Boston Red Sox,Final
744882,2024-09-13T23:07:00Z,Toronto Blue Jays,St. Louis Cardinals,Final
746586,2024-09-13T23:10:00Z,Cleveland Guardians,Tampa Bay Rays,Final
747069,2024-09-13T23:20:00Z,Atlanta Braves,Los Angeles Dodgers,Final
746744,2024-09-13T23:40:00Z,Chicago White Sox,Oakland Athletics,Final
745855,2024-09-14T00:10:00Z,Minnesota Twins,Cincinnati Reds,Final
746509,2024-09-14T00:40:00Z,Colorado Rockies,Chicago Cubs,Final
746181,2024-09-14T01:38:00Z,Los Angeles Angels,Houston Astros,Final
747153,2024-09-14T01:40:00Z,Arizona Diamondbacks,Milwaukee Brewers,Final
745207,2024-09-14T02:10:00Z,Seattle Mariners,Texas Rangers,Final
745286,2024-09-14T02:15:00Z,San Francisco Giants,San Diego Padres,Final
745448,2024-09-14T17:05:00Z,Pittsburgh Pirates,Kansas City Royals,Final
745689,2024-09-14T17:05:00Z,New York Yankees,Boston Red Sox,Final
744884,2024-09-14T19:07:00Z,Toronto Blue Jays,St. Louis Cardinals,Final
745528,2024-09-14T20:05:00Z,Philadelphia Phillies,New York Mets,Final
744803,2024-09-14T20:05:00Z,Washington Nationals,Miami Marlins,Final
746422,2024-09-14T22:10:00Z,Detroit Tigers,Baltimore Orioles,Final
746584,2024-09-14T22:10:00Z,Cleveland Guardians,Tampa Bay Rays,Final
745858,2024-09-14T23:10:00Z,Minnesota Twins,Cincinnati Reds,Final
746740,2024-09-14T23:10:00Z,Chicago White Sox,Oakland Athletics,Final
747070,2024-09-14T23:20:00Z,Atlanta Braves,Los Angeles Dodgers,Final
746508,2024-09-15T00:10:00Z,Colorado Rockies,Chicago Cubs,Final
747148,2024-09-15T00:10:00Z,Arizona Diamondbacks,Milwaukee Brewers,Final
745284,2024-09-15T01:05:00Z,San Francisco Giants,San Diego Padres,Final
746177,2024-09-15T01:38:00Z,Los Angeles Angels,Houston Astros,Final
745209,2024-09-15T01:40:00Z,Seattle Mariners,Texas Rangers,Final
746419,2024-09-15T16:10:00Z,Detroit Tigers,Baltimore Orioles,Final
745852,2024-09-15T17:05:00Z,Minnesota Twins,Cincinnati Reds,Final
745449,2024-09-15T17:35:00Z,Pittsburgh Pirates,Kansas City Royals,Final
745530,2024-09-15T17:35:00Z,Philadelphia Phillies,New York Mets,Final
744801,2024-09-15T17:35:00Z,Washington Nationals,Miami Marlins,Final
745693,2024-09-15T17:35:00Z,New York Yankees,Boston Red Sox,Final
744883,2024-09-15T17:37:00Z,Toronto Blue Jays,St. Louis Cardinals,Final
746585,2024-09-15T17:40:00Z,Cleveland Guardians,Tampa Bay Rays,Final
746741,2024-09-15T18:10:00Z,Chicago White Sox,Oakland Athletics,Final
746506,2024-09-15T19:10:00Z,Colorado Rockies,Chicago Cubs,Final
745287,2024-09-15T20:05:00Z,San Francisco Giants,San Diego Padres,Final
746180,2024-09-15T20:07:00Z,Los Angeles Angels,Houston Astros,Final
745206,2024-09-15T20:10:00Z,Seattle Mariners,Texas Rangers,Final
747151,2024-09-15T20:10:00Z,Arizona Diamondbacks,Milwaukee Brewers,Final
747071,2024-09-15T23:10:00Z,Atlanta Braves,Los Angeles Dodgers,Final
746588,2024-09-16T22:40:00Z,Cleveland Guardians,Minnesota Twins,Final
745773,2024-09-16T23:10:00Z,New York Mets,Washington Nationals,Final
747067,2024-09-16T23:20:00Z,Atlanta Braves,Los Angeles Dodgers,Final
746260,2024-09-16T23:40:00Z,Kansas City Royals,Detroit Tigers,Final
746828,2024-09-16T23:40:00Z,Chicago Cubs,Oakland Athletics,Final
745939,2024-09-16T23:40:00Z,Milwaukee Brewers,Philadelphia Phillies,Final
745130,2024-09-16T23:45:00Z,St. Louis Cardinals,Pittsburgh Pirates,Final
746502,2024-09-17T00:40:00Z,Colorado Rockies,Arizona Diamondbacks,Final
746179,2024-09-17T01:38:00Z,Los Angeles Angels,Chicago White Sox,Final
745367,2024-09-17T01:40:00Z,San Diego Padres,Houston Astros,Final
746987,2024-09-17T22:35:00Z,Baltimore Orioles,San Francisco Giants,Final
746587,2024-09-17T22:40:00Z,Cleveland Guardians,Minnesota Twins,Final
746659,2024-09-17T22:40:00Z,Cincinnati Reds,Atlanta Braves,Final
746015,2024-09-17T22:40:00Z,Miami Marlins,Los Angeles Dodgers,Final
745044,2024-09-17T22:50:00Z,Tampa Bay Rays,Boston Red Sox,Final
745772,2024-09-17T23:10:00Z,New York Mets,Washington Nationals,Final
746261,2024-09-17T23:40:00Z,Kansas City Royals,Detroit Tigers,Final
746830,2024-09-17T23:40:00Z,Chicago Cubs,Oakland Athletics,Final
745935,2024-09-17T23:40:00Z,Milwaukee Brewers,Philadelphia Phillies,Final
745122,2024-09-17T23:45:00Z,St. Louis Cardinals,Pittsburgh Pirates,Final
744961,2024-09-18T00:05:00Z,Texas Rangers,Toronto Blue Jays,Final
746503,2024-09-18T00:40:00Z,Colorado Rockies,Arizona Diamondbacks,Final
746176,2024-09-18T01:38:00Z,Los Angeles Angels,Chicago White Sox,Final
745366,2024-09-18T01:40:00Z,San Diego Padres,Houston Astros,Final
745205,2024-09-18T01:40:00Z,Seattle Mariners,New York Yankees,Final
746831,2024-09-18T18:20:00Z,Chicago Cubs,Oakland Athletics,Final
746500,2024-09-18T19:10:00Z,Colorado Rockies,Arizona Diamondbacks,Final
746172,2024-09-18T20:07:00Z,Los Angeles Angels,Chicago White Sox,Final
746988,2024-09-18T22:35:00Z,Baltimore Orioles,San Francisco Giants,Final
745365,2024-09-18T22:40:00Z,San Diego Padres,Houston Astros,Final
746582,2024-09-18T22:40:00Z,Cleveland Guardians,Minnesota Twins,Final
746662,2024-09-18T22:40:00Z,Cincinnati Reds,Atlanta Braves,Final
746014,2024-09-18T22:40:00Z,Miami Marlins,Los Angeles Dodgers,Final
745040,2024-09-18T22:50:00Z,Tampa Bay Rays,Boston Red Sox,Final
745771,2024-09-18T23:10:00Z,New York Mets,Washington Nationals,Final
746254,2024-09-18T23:40:00Z,Kansas City Royals,Detroit Tigers,Final
745933,2024-09-18T23:40:00Z,Milwaukee Brewers,Philadelphia Phillies,Final
745121,2024-09-18T23:45:00Z,St. Louis Cardinals,Pittsburgh Pirates,Final
744959,2024-09-19T00:05:00Z,Texas Rangers,Toronto Blue Jays,Final
745199,2024-09-19T01:40:00Z,Seattle Mariners,New York Yankees,Final
746985,2024-09-19T17:05:00Z,Baltimore Orioles,San Francisco Giants,Final
746579,2024-09-19T17:10:00Z,Cleveland Guardians,Minnesota Twins,Final
746663,2024-09-19T17:10:00Z,Cincinnati Reds,Atlanta Braves,Final
744962,2024-09-19T18:35:00Z,Texas Rangers,Toronto Blue Jays,Final
745204,2024-09-19T20:10:00Z,Seattle Mariners,New York Yankees,Final
746011,2024-09-19T20:40:00Z,Miami Marlins,Los Angeles Dodgers,Final
745041,2024-09-19T22:50:00Z,Tampa Bay Rays,Boston Red Sox,Final
745120,2024-09-19T23:15:00Z,St. Louis Cardinals,Pittsburgh Pirates,Final
745769,2024-09-19T23:15:00Z,New York Mets,Philadelphia Phillies,Final
745937,2024-09-19T23:15:00Z,Milwaukee Brewers,Arizona Diamondbacks,Final
746823,2024-09-19T23:40:00Z,Chicago Cubs,Washington Nationals,Final
746341,2024-09-20T00:10:00Z,Houston Astros,Los Angeles Angels,Final
746824,2024-09-20T18:20:00Z,Chicago Cubs,Washington Nationals,Final
746661,2024-09-20T22:40:00Z,Cincinnati Reds,Pittsburgh Pirates,Final
745043,2024-09-20T22:50:00Z,Tampa Bay Rays,Toronto Blue Jays,Final
746984,2024-09-20T23:05:00Z,Baltimore Orioles,Detroit Tigers,Final
746905,2024-09-20T23:10:00Z,Boston Red Sox,Minnesota Twins,Final
745770,2024-09-20T23:10:00Z,New York Mets,Philadelphia Phillies,Final
746013,2024-09-20T23:10:00Z,Miami Marlins,Atlanta Braves,Final
744960,2024-09-21T00:05:00Z,Texas Rangers,Seattle Mariners,Final
746340,2024-09-21T00:10:00Z,Houston Astros,Los Angeles Angels,Final
746256,2024-09-21T00:10:00Z,Kansas City Royals,San Francisco Giants,Final
745934,2024-09-21T00:10:00Z,Milwaukee Brewers,Arizona Diamondbacks,Final
745123,2024-09-21T00:15:00Z,St. Louis Cardinals,Cleveland Guardians,Final
745364,2024-09-21T01:40:00Z,San Diego Padres,Chicago White Sox,Final
745606,2024-09-21T01:40:00Z,Oakland Athletics,New York Yankees,Final
746094,2024-09-21T02:10:00Z,Los Angeles Dodgers,Colorado Rockies,Final
746660,2024-09-21T17:10:00Z,Cincinnati Reds,Pittsburgh Pirates,Final
746826,2024-09-21T18:20:00Z,Chicago Cubs,Washington Nationals,Final
746983,2024-09-21T20:05:00Z,Baltimore Orioles,Detroit Tigers,Final
745038,2024-09-21T20:10:00Z,Tampa Bay Rays,Toronto Blue Jays,Final
745768,2024-09-21T20:10:00Z,New York Mets,Philadelphia Phillies,Final
746012,2024-09-21T20:10:00Z,Miami Marlins,Atlanta Braves,Final
746255,2024-09-21T21:10:00Z,Kansas City Royals,San Francisco Giants,Final
744958,2024-09-21T23:05:00Z,Texas Rangers,Seattle Mariners,Final
746338,2024-09-21T23:10:00Z,Houston Astros,Los Angeles Angels,Final
745936,2024-09-21T23:10:00Z,Milwaukee Brewers,Arizona Diamondbacks,Final
745124,2024-09-21T23:15:00Z,St. Louis Cardinals,Cleveland Guardians,Final
745360,2024-09-22T00:40:00Z,San Diego Padres,Chicago White Sox,Final
745610,2024-09-22T01:07:00Z,Oakland Athletics,New York Yankees,Final
746096,2024-09-22T01:10:00Z,Los Angeles Dodgers,Colorado Rockies,Final
746906,2024-09-21T20:10:00Z,Boston Red Sox,Minnesota Twins,Final
746903,2024-09-22T16:35:00Z,Boston Red Sox,Minnesota Twins,Final
746906,2024-09-22T21:35:00Z,Boston Red Sox,Minnesota Twins,Final
746657,2024-09-22T17:10:00Z,Cincinnati Reds,Pittsburgh Pirates,Final
746982,2024-09-22T17:35:00Z,Baltimore Orioles,Detroit Tigers,Final
745036,2024-09-22T17:40:00Z,Tampa Bay Rays,Toronto Blue Jays,Final
746010,2024-09-22T17:40:00Z,Miami Marlins,Atlanta Braves,Final
746339,2024-09-22T18:10:00Z,Houston Astros,Los Angeles Angels,Final
746253,2024-09-22T18:10:00Z,Kansas City Royals,San Francisco Giants,Final
745929,2024-09-22T18:10:00Z,Milwaukee Brewers,Arizona Diamondbacks,Final
745118,2024-09-22T18:15:00Z,St. Louis Cardinals,Cleveland Guardians,Final
746825,2024-09-22T18:20:00Z,Chicago Cubs,Washington Nationals,Final
744955,2024-09-22T18:35:00Z,Texas Rangers,Seattle Mariners,Final
745608,2024-09-22T20:07:00Z,Oakland Athletics,New York Yankees,Final
746092,2024-09-22T20:10:00Z,Los Angeles Dodgers,Colorado Rockies,Final
745358,2024-09-22T20:10:00Z,San Diego Padres,Chicago White Sox,Final
745767,2024-09-22T23:15:00Z,New York Mets,Philadelphia Phillies,Final
745527,2024-09-23T22:40:00Z,Philadelphia Phillies,Chicago Cubs,Final
744885,2024-09-23T23:07:00Z,Toronto Blue Jays,Boston Red Sox,Final
746334,2024-09-24T00:10:00Z,Houston Astros,Seattle Mariners,Final
747150,2024-09-24T01:40:00Z,Arizona Diamondbacks,San Francisco Giants,Final
746421,2024-09-24T17:10:00Z,Detroit Tigers,Tampa Bay Rays,Final
746581,2024-09-24T22:40:00Z,Cleveland Guardians,Cincinnati Reds,Final
745526,2024-09-24T22:40:00Z,Philadelphia Phillies,Chicago Cubs,Final
745441,2024-09-24T22:40:00Z,Pittsburgh Pirates,Milwaukee Brewers,Final
744802,2024-09-24T22:45:00Z,Washington Nationals,Kansas City Royals,Final
745688,2024-09-24T23:05:00Z,New York Yankees,Baltimore Orioles,Final
744876,2024-09-24T23:07:00Z,Toronto Blue Jays,Boston Red Sox,Final
747068,2024-09-24T23:20:00Z,Atlanta Braves,New York Mets,Final
746743,2024-09-24T23:40:00Z,Chicago White Sox,Los Angeles Angels,Final
745851,2024-09-24T23:40:00Z,Minnesota Twins,Miami Marlins,Final
746336,2024-09-25T00:10:00Z,Houston Astros,Seattle Mariners,Final
746504,2024-09-25T00:40:00Z,Colorado Rockies,St. Louis Cardinals,Final
747149,2024-09-25T01:40:00Z,Arizona Diamondbacks,San Francisco Giants,Final
745605,2024-09-25T01:40:00Z,Oakland Athletics,Texas Rangers,Final
746093,2024-09-25T02:10:00Z,Los Angeles Dodgers,San Diego Padres,Final
746331,2024-09-25T18:10:00Z,Houston Astros,Seattle Mariners,Final
745521,2024-09-25T22:05:00Z,Philadelphia Phillies,Chicago Cubs,Final
746583,2024-09-25T22:40:00Z,Cleveland Guardians,Cincinnati Reds,Final
746420,2024-09-25T22:40:00Z,Detroit Tigers,Tampa Bay Rays,Final
745442,2024-09-25T22:40:00Z,Pittsburgh Pirates,Milwaukee Brewers,Final
744795,2024-09-25T22:45:00Z,Washington Nationals,Kansas City Royals,Final
745690,2024-09-25T23:05:00Z,New York Yankees,Baltimore Orioles,Final
744877,2024-09-25T23:07:00Z,Toronto Blue Jays,Boston Red Sox,Final
746742,2024-09-25T23:40:00Z,Chicago White Sox,Los Angeles Angels,Final
745854,2024-09-25T23:40:00Z,Minnesota Twins,Miami Marlins,Final
746501,2024-09-26T00:40:00Z,Colorado Rockies,St. Louis Cardinals,Final
747144,2024-09-26T01:40:00Z,Arizona Diamondbacks,San Francisco Giants,Final
745607,2024-09-26T01:40:00Z,Oakland Athletics,Texas Rangers,Final
746095,2024-09-26T02:10:00Z,Los Angeles Dodgers,San Diego Padres,Final
747064,2024-09-25T23:20:00Z,Atlanta Braves,New York Mets,Final
745443,2024-09-26T16:35:00Z,Pittsburgh Pirates,Milwaukee Brewers,Final
744796,2024-09-26T17:05:00Z,Washington Nationals,Kansas City Royals,Final
746415,2024-09-26T17:10:00Z,Detroit Tigers,Tampa Bay Rays,Final
746738,2024-09-26T18:10:00Z,Chicago White Sox,Los Angeles Angels,Final
746495,2024-09-26T19:10:00Z,Colorado Rockies,St. Louis Cardinals,Final
745609,2024-09-26T19:37:00Z,Oakland Athletics,Texas Rangers,Final
745691,2024-09-26T23:05:00Z,New York Yankees,Baltimore Orioles,Final
745853,2024-09-26T23:40:00Z,Minnesota Twins,Miami Marlins,Final
746088,2024-09-27T02:10:00Z,Los Angeles Dodgers,San Diego Padres,Final
747139,2024-09-26T23:20:00Z,Atlanta Braves,New York Mets,Final
746822,2024-09-27T18:20:00Z,Chicago Cubs,Cincinnati Reds,Final
746417,2024-09-27T22:40:00Z,Detroit Tigers,Chicago White Sox,Final
744797,2024-09-27T22:45:00Z,Washington Nationals,Philadelphia Phillies,Final
745692,2024-09-27T23:05:00Z,New York Yankees,Pittsburgh Pirates,Final
744879,2024-09-27T23:07:00Z,Toronto Blue Jays,Miami Marlins,Final
746580,2024-09-27T23:10:00Z,Cleveland Guardians,Houston Astros,Final
746904,2024-09-27T23:10:00Z,Boston Red Sox,Tampa Bay Rays,Final
747065,2024-09-27T23:20:00Z,Atlanta Braves,Kansas City Royals,Final
746494,2024-09-28T00:10:00Z,Colorado Rockies,Los Angeles Dodgers,Final
745847,2024-09-28T00:10:00Z,Minnesota Twins,Baltimore Orioles,Final
745930,2024-09-28T00:10:00Z,Milwaukee Brewers,New York Mets,Final
746173,2024-09-28T01:38:00Z,Los Angeles Angels,Texas Rangers,Final
747145,2024-09-28T01:40:00Z,Arizona Diamondbacks,San Diego Padres,Final
745202,2024-09-28T02:10:00Z,Seattle Mariners,Oakland Athletics,Final
745280,2024-09-28T02:15:00Z,San Francisco Giants,St. Louis Cardinals,Final
745685,2024-09-28T17:05:00Z,New York Yankees,Pittsburgh Pirates,Final
746414,2024-09-28T17:10:00Z,Detroit Tigers,Chicago White Sox,Final
746819,2024-09-28T18:20:00Z,Chicago Cubs,Cincinnati Reds,Final
744878,2024-09-28T19:07:00Z,Toronto Blue Jays,Miami Marlins,Final
745281,2024-09-28T20:05:00Z,San Francisco Giants,St. Louis Cardinals,Final
744799,2024-09-28T20:05:00Z,Washington Nationals,Philadelphia Phillies,Final
746902,2024-09-28T20:10:00Z,Boston Red Sox,Tampa Bay Rays,Final
746578,2024-09-28T22:10:00Z,Cleveland Guardians,Houston Astros,Final
745849,2024-09-28T23:15:00Z,Minnesota Twins,Baltimore Orioles,Final
745931,2024-09-28T23:15:00Z,Milwaukee Brewers,New York Mets,Final
747066,2024-09-28T23:20:00Z,Atlanta Braves,Kansas City Royals,Final
746499,2024-09-29T00:10:00Z,Colorado Rockies,Los Angeles Dodgers,Final
747146,2024-09-29T00:10:00Z,Arizona Diamondbacks,San Diego Padres,Final
746171,2024-09-29T01:38:00Z,Los Angeles Angels,Texas Rangers,Final
745203,2024-09-29T01:40:00Z,Seattle Mariners,Oakland Athletics,Final
745282,2024-09-29T19:05:00Z,San Francisco Giants,St. Louis Cardinals,Final
746901,2024-09-29T19:05:00Z,Boston Red Sox,Tampa Bay Rays,Final
744798,2024-09-29T19:05:00Z,Washington Nationals,Philadelphia Phillies,Final
745686,2024-09-29T19:05:00Z,New York Yankees,Pittsburgh Pirates,Final
746174,2024-09-29T19:07:00Z,Los Angeles Angels,Texas Rangers,Final
