gamePk,date,home,away,status
747202,2024-05-19T00:10:00Z,Arizona Diamondbacks,Detroit Tigers,Final
746142,2024-05-19T01:10:00Z,Los Angeles Dodgers,Cincinnati Reds,Final
747121,2024-05-18T23:15:00Z,Atlanta Braves,San Diego Padres,Final
745179,2024-05-19T17:05:00Z,St. Louis Cardinals,Boston Red Sox,Final
747035,2024-05-19T17:35:00Z,Baltimore Orioles,Seattle Mariners,Final
745577,2024-05-19T17:35:00Z,Philadelphia Phillies,Washington Nationals,Final
745745,2024-05-19T17:35:00Z,New York Yankees,Chicago White Sox,Final
744937,2024-05-19T17:37:00Z,Toronto Blue Jays,Tampa Bay Rays,Final
746636,2024-05-19T17:40:00Z,Cleveland Guardians,Minnesota Twins,Final
746064,2024-05-19T17:40:00Z,Miami Marlins,New York Mets,Final
746306,2024-05-19T18:10:00Z,Kansas City Royals,Oakland Athletics,Final
746392,2024-05-19T18:10:00Z,Houston Astros,Milwaukee Brewers,Final
746880,2024-05-19T18:20:00Z,Chicago Cubs,Pittsburgh Pirates,Final
745012,2024-05-19T18:35:00Z,Texas Rangers,Los Angeles Angels,Final
745336,2024-05-19T20:05:00Z,San Francisco Giants,Colorado Rockies,Final
747198,2024-05-19T20:10:00Z,Arizona Diamondbacks,Detroit Tigers,Final
746144,2024-05-19T20:10:00Z,Los Angeles Dodgers,Cincinnati Reds,Final
747120,2024-05-19T23:10:00Z,Atlanta Braves,San Diego Padres,Final
747119,2024-05-20T16:20:00Z,Atlanta Braves,San Diego Padres,Final
747121,2024-05-20T22:20:00Z,Atlanta Braves,San Diego Padres,Final
744935,2024-05-20T19:07:00Z,Toronto Blue Jays,Chicago White Sox,Final
746637,2024-05-20T22:10:00Z,Cleveland Guardians,New York Mets,Final
746066,2024-05-20T22:40:00Z,Miami Marlins,Milwaukee Brewers,Final
744857,2024-05-20T22:45:00Z,Washington Nationals,Minnesota Twins,Final
745093,2024-05-20T22:50:00Z,Tampa Bay Rays,Boston Red Sox,Final
745746,2024-05-20T23:05:00Z,New York Yankees,Seattle Mariners,Final
746307,2024-05-20T23:40:00Z,Kansas City Royals,Detroit Tigers,Final
745181,2024-05-20T23:45:00Z,St. Louis Cardinals,Baltimore Orioles,Final
746390,2024-05-21T00:10:00Z,Houston Astros,Los Angeles Angels,Final
746146,2024-05-21T02:10:00Z,Los Angeles Dodgers,Arizona Diamondbacks,Final
746633,2024-05-21T22:10:00Z,Cleveland Guardians,New York Mets,Final
746716,2024-05-21T22:40:00Z,Cincinnati Reds,San Diego Padres,Final
745503,2024-05-21T22:40:00Z,Pittsburgh Pirates,San Francisco Giants,Final
745578,2024-05-21T22:40:00Z,Philadelphia Phillies,Texas Rangers,Final
746058,2024-05-21T22:40:00Z,Miami Marlins,Milwaukee Brewers,Final
744860,2024-05-21T22:45:00Z,Washington Nationals,Minnesota Twins,Final
745090,2024-05-21T22:50:00Z,Tampa Bay Rays,Boston Red Sox,Final
745742,2024-05-21T23:05:00Z,New York Yankees,Seattle Mariners,Final
744936,2024-05-21T23:07:00Z,Toronto Blue Jays,Chicago White Sox,Final
746309,2024-05-21T23:40:00Z,Kansas City Royals,Detroit Tigers,Final
746875,2024-05-21T23:40:00Z,Chicago Cubs,Atlanta Braves,Final
745180,2024-05-21T23:45:00Z,St. Louis Cardinals,Baltimore Orioles,Final
746385,2024-05-22T00:10:00Z,Houston Astros,Los Angeles Angels,Final
745662,2024-05-22T01:40:00Z,Oakland Athletics,Colorado Rockies,Final
746145,2024-05-22T02:10:00Z,Los Angeles Dodgers,Arizona Diamondbacks,Final
745180,2024-05-22T16:15:00Z,St. Louis Cardinals,Baltimore Orioles,Final
744856,2024-05-22T17:05:00Z,Washington Nationals,Minnesota Twins,Final
746634,2024-05-22T17:10:00Z,Cleveland Guardians,New York Mets,Final
745173,2024-05-22T17:46:00Z,St. Louis Cardinals,Baltimore Orioles,Final
746386,2024-05-22T18:10:00Z,Houston Astros,Los Angeles Angels,Final
746304,2024-05-22T18:10:00Z,Kansas City Royals,Detroit Tigers,Final
746712,2024-05-22T22:40:00Z,Cincinnati Reds,San Diego Padres,Final
745502,2024-05-22T22:40:00Z,Pittsburgh Pirates,San Francisco Giants,Final
745576,2024-05-22T22:40:00Z,Philadelphia Phillies,Texas Rangers,Final
746063,2024-05-22T22:40:00Z,Miami Marlins,Milwaukee Brewers,Final
745089,2024-05-22T22:50:00Z,Tampa Bay Rays,Boston Red Sox,Final
745743,2024-05-22T23:05:00Z,New York Yankees,Seattle Mariners,Final
744933,2024-05-22T23:07:00Z,Toronto Blue Jays,Chicago White Sox,Final
746876,2024-05-22T23:40:00Z,Chicago Cubs,Atlanta Braves,Final
745661,2024-05-23T01:40:00Z,Oakland Athletics,Colorado Rockies,Final
746143,2024-05-23T02:10:00Z,Los Angeles Dodgers,Arizona Diamondbacks,Final
745500,2024-05-23T16:35:00Z,Pittsburgh Pirates,San Francisco Giants,Final
745741,2024-05-23T16:35:00Z,New York Yankees,Seattle Mariners,Final
745573,2024-05-23T17:05:00Z,Philadelphia Phillies,Texas Rangers,Final
746714,2024-05-23T17:10:00Z,Cincinnati Reds,San Diego Padres,Final
746874,2024-05-23T18:20:00Z,Chicago Cubs,Atlanta Braves,Final
745660,2024-05-23T19:37:00Z,Oakland Athletics,Colorado Rockies,Final
746474,2024-05-23T22:40:00Z,Detroit Tigers,Toronto Blue Jays,Final
746792,2024-05-23T23:40:00Z,Chicago White Sox,Baltimore Orioles,Final
746475,2024-05-24T22:40:00Z,Detroit Tigers,Toronto Blue Jays,Final
745501,2024-05-24T22:40:00Z,Pittsburgh Pirates,Atlanta Braves,Final
744853,2024-05-24T22:45:00Z,Washington Nationals,Seattle Mariners,Final
745087,2024-05-24T22:50:00Z,Tampa Bay Rays,Kansas City Royals,Final
746713,2024-05-24T23:10:00Z,Cincinnati Reds,Los Angeles Dodgers,Final
745822,2024-05-24T23:10:00Z,New York Mets,San Francisco Giants,Final
745905,2024-05-24T23:10:00Z,Minnesota Twins,Texas Rangers,Final
746956,2024-05-24T23:10:00Z,Boston Red Sox,Milwaukee Brewers,Final
746793,2024-05-24T23:40:00Z,Chicago White Sox,Baltimore Orioles,Final
746558,2024-05-25T00:40:00Z,Colorado Rockies,Philadelphia Phillies,Final
746227,2024-05-25T01:38:00Z,Los Angeles Angels,Cleveland Guardians,Final
745663,2024-05-25T01:40:00Z,Oakland Athletics,Houston Astros,Final
747200,2024-05-25T01:40:00Z,Arizona Diamondbacks,Miami Marlins,Final
745415,2024-05-25T01:40:00Z,San Diego Padres,New York Yankees,Final
745175,2024-05-25T00:15:00Z,St. Louis Cardinals,Chicago Cubs,Final
746470,2024-05-25T17:10:00Z,Detroit Tigers,Toronto Blue Jays,Final
745823,2024-05-25T17:40:00Z,New York Mets,San Francisco Giants,Final
745901,2024-05-25T18:10:00Z,Minnesota Twins,Texas Rangers,Final
746794,2024-05-25T18:10:00Z,Chicago White Sox,Baltimore Orioles,Final
744851,2024-05-25T20:05:00Z,Washington Nationals,Seattle Mariners,Final
745493,2024-05-25T20:05:00Z,Pittsburgh Pirates,Atlanta Braves,Final
745658,2024-05-25T20:07:00Z,Oakland Athletics,Houston Astros,Final
745086,2024-05-25T20:10:00Z,Tampa Bay Rays,Kansas City Royals,Final
746958,2024-05-25T20:10:00Z,Boston Red Sox,Milwaukee Brewers,Final
746710,2024-05-25T23:15:00Z,Cincinnati Reds,Los Angeles Dodgers,Final
745176,2024-05-25T23:15:00Z,St. Louis Cardinals,Chicago Cubs,Final
746556,2024-05-26T01:10:00Z,Colorado Rockies,Philadelphia Phillies,Final
746226,2024-05-26T01:38:00Z,Los Angeles Angels,Cleveland Guardians,Final
745411,2024-05-26T01:40:00Z,San Diego Padres,New York Yankees,Final
747199,2024-05-26T02:10:00Z,Arizona Diamondbacks,Miami Marlins,Final
746469,2024-05-26T15:35:00Z,Detroit Tigers,Toronto Blue Jays,Final
746711,2024-05-26T16:10:00Z,Cincinnati Reds,Los Angeles Dodgers,Final
744855,2024-05-26T17:35:00Z,Washington Nationals,Seattle Mariners,Final
745498,2024-05-26T17:35:00Z,Pittsburgh Pirates,Atlanta Braves,Final
746957,2024-05-26T17:35:00Z,Boston Red Sox,Milwaukee Brewers,Final
745824,2024-05-26T17:40:00Z,New York Mets,San Francisco Giants,Final
745088,2024-05-26T17:40:00Z,Tampa Bay Rays,Kansas City Royals,Final
745902,2024-05-26T18:10:00Z,Minnesota Twins,Texas Rangers,Final
746789,2024-05-26T18:10:00Z,Chicago White Sox,Baltimore Orioles,Final
746557,2024-05-26T19:10:00Z,Colorado Rockies,Philadelphia Phillies,Final
746230,2024-05-26T20:07:00Z,Los Angeles Angels,Cleveland Guardians,Final
745653,2024-05-26T20:07:00Z,Oakland Athletics,Houston Astros,Final
747197,2024-05-26T20:10:00Z,Arizona Diamondbacks,Miami Marlins,Final
745413,2024-05-26T20:10:00Z,San Diego Padres,New York Yankees,Final
745172,2024-05-26T23:10:00Z,St. Louis Cardinals,Chicago Cubs,Final
747034,2024-05-27T17:05:00Z,Baltimore Orioles,Boston Red Sox,Final
745904,2024-05-27T18:10:00Z,Minnesota Twins,Kansas City Royals,Final
746788,2024-05-27T18:10:00Z,Chicago White Sox,Toronto Blue Jays,Final
746549,2024-05-27T20:10:00Z,Colorado Rockies,Cleveland Guardians,Final
746708,2024-05-27T20:10:00Z,Cincinnati Reds,St. Louis Cardinals,Final
747118,2024-05-27T20:10:00Z,Atlanta Braves,Washington Nationals,Final
745986,2024-05-27T20:10:00Z,Milwaukee Brewers,Chicago Cubs,Final
745338,2024-05-27T21:05:00Z,San Francisco Giants,Philadelphia Phillies,Final
745416,2024-05-27T22:40:00Z,San Diego Padres,Miami Marlins,Final
745254,2024-05-28T01:40:00Z,Seattle Mariners,Houston Astros,Final
745816,2024-05-27T20:10:00Z,New York Mets,Los Angeles Dodgers,Final
745818,2024-05-28T20:10:00Z,New York Mets,Los Angeles Dodgers,Final
745816,2024-05-28T20:15:00Z,New York Mets,Los Angeles Dodgers,Final
747033,2024-05-28T22:35:00Z,Baltimore Orioles,Boston Red Sox,Final
746709,2024-05-28T22:40:00Z,Cincinnati Reds,St. Louis Cardinals,Final
745091,2024-05-28T22:50:00Z,Tampa Bay Rays,Oakland Athletics,Final
747115,2024-05-28T23:20:00Z,Atlanta Braves,Washington Nationals,Final
745903,2024-05-28T23:40:00Z,Minnesota Twins,Kansas City Royals,Final
746791,2024-05-28T23:40:00Z,Chicago White Sox,Toronto Blue Jays,Final
745987,2024-05-28T23:40:00Z,Milwaukee Brewers,Chicago Cubs,Final
745017,2024-05-29T00:05:00Z,Texas Rangers,Arizona Diamondbacks,Final
746552,2024-05-29T00:40:00Z,Colorado Rockies,Cleveland Guardians,Final
746229,2024-05-29T01:38:00Z,Los Angeles Angels,New York Yankees,Final
745258,2024-05-29T01:40:00Z,Seattle Mariners,Houston Astros,Final
745412,2024-05-29T01:40:00Z,San Diego Padres,Miami Marlins,Final
745337,2024-05-29T01:45:00Z,San Francisco Giants,Philadelphia Phillies,Final
746468,2024-05-28T22:40:00Z,Detroit Tigers,Pittsburgh Pirates,Final
746467,2024-05-29T16:40:00Z,Detroit Tigers,Pittsburgh Pirates,Final
746468,2024-05-29T16:45:00Z,Detroit Tigers,Pittsburgh Pirates,Final
746706,2024-05-29T17:10:00Z,Cincinnati Reds,St. Louis Cardinals,Final
745011,2024-05-29T18:35:00Z,Texas Rangers,Arizona Diamondbacks,Final
745333,2024-05-29T19:45:00Z,San Francisco Giants,Philadelphia Phillies,Final
745817,2024-05-29T20:10:00Z,New York Mets,Los Angeles Dodgers,Final
745414,2024-05-29T20:10:00Z,San Diego Padres,Miami Marlins,Final
747031,2024-05-29T22:35:00Z,Baltimore Orioles,Boston Red Sox,Final
745084,2024-05-29T22:50:00Z,Tampa Bay Rays,Oakland Athletics,Final
747117,2024-05-29T23:20:00Z,Atlanta Braves,Washington Nationals,Final
745900,2024-05-29T23:40:00Z,Minnesota Twins,Kansas City Royals,Final
746790,2024-05-29T23:40:00Z,Chicago White Sox,Toronto Blue Jays,Final
745988,2024-05-29T23:40:00Z,Milwaukee Brewers,Chicago Cubs,Final
746551,2024-05-30T00:40:00Z,Colorado Rockies,Cleveland Guardians,Final
746228,2024-05-30T01:38:00Z,Los Angeles Angels,New York Yankees,Final
745250,2024-05-30T01:40:00Z,Seattle Mariners,Houston Astros,Final
745081,2024-05-30T17:10:00Z,Tampa Bay Rays,Oakland Athletics,Final
745898,2024-05-30T17:10:00Z,Minnesota Twins,Kansas City Royals,Final
745985,2024-05-30T17:10:00Z,Milwaukee Brewers,Chicago Cubs,Final
745249,2024-05-30T20:10:00Z,Seattle Mariners,Houston Astros,Final
746954,2024-05-30T23:10:00Z,Boston Red Sox,Detroit Tigers,Final
745819,2024-05-30T23:10:00Z,New York Mets,Arizona Diamondbacks,Final
747114,2024-05-30T23:20:00Z,Atlanta Braves,Washington Nationals,Final
746225,2024-05-31T01:38:00Z,Los Angeles Angels,New York Yankees,Final
746877,2024-05-31T18:20:00Z,Chicago Cubs,Cincinnati Reds,Final
745574,2024-05-31T22:40:00Z,Philadelphia Phillies,St. Louis Cardinals,Final
747032,2024-05-31T23:05:00Z,Baltimore Orioles,Tampa Bay Rays,Final
744928,2024-05-31T23:07:00Z,Toronto Blue Jays,Pittsburgh Pirates,Final
746955,2024-05-31T23:10:00Z,Boston Red Sox,Detroit Tigers,Final
746635,2024-05-31T23:10:00Z,Cleveland Guardians,Washington Nationals,Final
745820,2024-05-31T23:10:00Z,New York Mets,Arizona Diamondbacks,Final
746059,2024-05-31T23:10:00Z,Miami Marlins,Texas Rangers,Final
747116,2024-05-31T23:20:00Z,Atlanta Braves,Oakland Athletics,Final
746303,2024-06-01T00:10:00Z,Kansas City Royals,San Diego Padres,Final
746387,2024-06-01T00:10:00Z,Houston Astros,Minnesota Twins,Final
745983,2024-06-01T00:10:00Z,Milwaukee Brewers,Chicago White Sox,Final
746140,2024-06-01T02:10:00Z,Los Angeles Dodgers,Colorado Rockies,Final
745253,2024-06-01T02:10:00Z,Seattle Mariners,Los Angeles Angels,Final
745331,2024-06-01T02:15:00Z,San Francisco Giants,New York Yankees,Final
744932,2024-06-01T19:07:00Z,Toronto Blue Jays,Pittsburgh Pirates,Final
747029,2024-06-01T20:05:00Z,Baltimore Orioles,Tampa Bay Rays,Final
746952,2024-06-01T20:10:00Z,Boston Red Sox,Detroit Tigers,Final
746629,2024-06-01T20:10:00Z,Cleveland Guardians,Washington Nationals,Final
745812,2024-06-01T20:10:00Z,New York Mets,Arizona Diamondbacks,Final
746305,2024-06-01T20:10:00Z,Kansas City Royals,San Diego Padres,Final
746384,2024-06-01T20:10:00Z,Houston Astros,Minnesota Twins,Final
747111,2024-06-01T20:10:00Z,Atlanta Braves,Oakland Athletics,Final
746062,2024-06-01T20:10:00Z,Miami Marlins,Texas Rangers,Final
745980,2024-06-01T20:10:00Z,Milwaukee Brewers,Chicago White Sox,Final
746870,2024-06-01T23:15:00Z,Chicago Cubs,Cincinnati Reds,Final
745251,2024-06-01T23:15:00Z,Seattle Mariners,Los Angeles Angels,Final
745575,2024-06-01T23:15:00Z,Philadelphia Phillies,St. Louis Cardinals,Final
745332,2024-06-02T02:05:00Z,San Francisco Giants,New York Yankees,Final
746138,2024-06-02T02:10:00Z,Los Angeles Dodgers,Colorado Rockies,Final
746383,2024-06-02T17:05:00Z,Houston Astros,Minnesota Twins,Final
746953,2024-06-02T17:35:00Z,Boston Red Sox,Detroit Tigers,Final
747030,2024-06-02T17:35:00Z,Baltimore Orioles,Tampa Bay Rays,Final
747110,2024-06-02T17:35:00Z,Atlanta Braves,Oakland Athletics,Final
744929,2024-06-02T17:37:00Z,Toronto Blue Jays,Pittsburgh Pirates,Final
746632,2024-06-02T17:40:00Z,Cleveland Guardians,Washington Nationals,Final
745813,2024-06-02T17:40:00Z,New York Mets,Arizona Diamondbacks,Final
746061,2024-06-02T17:40:00Z,Miami Marlins,Texas Rangers,Final
746301,2024-06-02T18:10:00Z,Kansas City Royals,San Diego Padres,Final
745984,2024-06-02T18:10:00Z,Milwaukee Brewers,Chicago White Sox,Final
746871,2024-06-02T18:20:00Z,Chicago Cubs,Cincinnati Reds,Final
745330,2024-06-02T20:05:00Z,San Francisco Giants,New York Yankees,Final
746141,2024-06-02T20:10:00Z,Los Angeles Dodgers,Colorado Rockies,Final
745252,2024-06-02T20:10:00Z,Seattle Mariners,Los Angeles Angels,Final
745572,2024-06-02T23:10:00Z,Philadelphia Phillies,St. Louis Cardinals,Final
745569,2024-06-03T22:40:00Z,Philadelphia Phillies,Milwaukee Brewers,Final
744854,2024-06-03T22:45:00Z,Washington Nationals,New York Mets,Final
744930,2024-06-03T23:07:00Z,Toronto Blue Jays,Baltimore Orioles,Final
745009,2024-06-04T00:05:00Z,Texas Rangers,Detroit Tigers,Final
746382,2024-06-04T00:10:00Z,Houston Astros,St. Louis Cardinals,Final
746548,2024-06-04T00:40:00Z,Colorado Rockies,Cincinnati Reds,Final
746224,2024-06-04T01:38:00Z,Los Angeles Angels,San Diego Padres,Final
747194,2024-06-04T01:40:00Z,Arizona Diamondbacks,San Francisco Giants,Final
746630,2024-06-04T22:40:00Z,Cleveland Guardians,Kansas City Royals,Final
745497,2024-06-04T22:40:00Z,Pittsburgh Pirates,Los Angeles Dodgers,Final
746060,2024-06-04T22:40:00Z,Miami Marlins,Tampa Bay Rays,Final
745568,2024-06-04T22:40:00Z,Philadelphia Phillies,Milwaukee Brewers,Final
744850,2024-06-04T22:45:00Z,Washington Nationals,New York Mets,Final
745739,2024-06-04T23:05:00Z,New York Yankees,Minnesota Twins,Final
744931,2024-06-04T23:07:00Z,Toronto Blue Jays,Baltimore Orioles,Final
746949,2024-06-04T23:10:00Z,Boston Red Sox,Atlanta Braves,Final
745010,2024-06-05T00:05:00Z,Texas Rangers,Detroit Tigers,Final
746872,2024-06-05T00:05:00Z,Chicago Cubs,Chicago White Sox,Final
746380,2024-06-05T00:10:00Z,Houston Astros,St. Louis Cardinals,Final
746550,2024-06-05T00:40:00Z,Colorado Rockies,Cincinnati Reds,Final
746222,2024-06-05T01:38:00Z,Los Angeles Angels,San Diego Padres,Final
745656,2024-06-05T01:40:00Z,Oakland Athletics,Seattle Mariners,Final
747196,2024-06-05T01:40:00Z,Arizona Diamondbacks,San Francisco Giants,Final
746950,2024-06-05T17:35:00Z,Boston Red Sox,Atlanta Braves,Final
746379,2024-06-05T18:10:00Z,Houston Astros,St. Louis Cardinals,Final
746544,2024-06-05T19:10:00Z,Colorado Rockies,Cincinnati Reds,Final
747195,2024-06-05T19:40:00Z,Arizona Diamondbacks,San Francisco Giants,Final
744852,2024-06-05T20:05:00Z,Washington Nationals,New York Mets,Final
745570,2024-06-05T20:05:00Z,Philadelphia Phillies,Milwaukee Brewers,Final
745494,2024-06-05T22:40:00Z,Pittsburgh Pirates,Los Angeles Dodgers,Final
746056,2024-06-05T22:40:00Z,Miami Marlins,Tampa Bay Rays,Final
745740,2024-06-05T23:05:00Z,New York Yankees,Minnesota Twins,Final
744927,2024-06-05T23:07:00Z,Toronto Blue Jays,Baltimore Orioles,Final
745007,2024-06-06T00:05:00Z,Texas Rangers,Detroit Tigers,Final
746873,2024-06-06T00:05:00Z,Chicago Cubs,Chicago White Sox,Final
746221,2024-06-06T01:38:00Z,Los Angeles Angels,San Diego Padres,Final
745654,2024-06-06T01:40:00Z,Oakland Athletics,Seattle Mariners,Final
746628,2024-06-05T22:40:00Z,Cleveland Guardians,Kansas City Royals,Final
744923,2024-06-06T17:07:00Z,Toronto Blue Jays,Baltimore Orioles,Final
746631,2024-06-06T17:10:00Z,Cleveland Guardians,Kansas City Royals,Final
745657,2024-06-06T19:37:00Z,Oakland Athletics,Seattle Mariners,Final
745495,2024-06-06T22:40:00Z,Pittsburgh Pirates,Los Angeles Dodgers,Final
744844,2024-06-06T22:45:00Z,Washington Nationals,Atlanta Braves,Final
745738,2024-06-06T23:05:00Z,New York Yankees,Minnesota Twins,Final
746707,2024-06-06T23:10:00Z,Cincinnati Reds,Chicago Cubs,Final
745174,2024-06-06T23:45:00Z,St. Louis Cardinals,Colorado Rockies,Final
746784,2024-06-07T00:10:00Z,Chicago White Sox,Boston Red Sox,Final
745408,2024-06-07T01:40:00Z,San Diego Padres,Arizona Diamondbacks,Final
745169,2024-06-07T18:15:00Z,St. Louis Cardinals,Colorado Rockies,Final
745496,2024-06-07T22:40:00Z,Pittsburgh Pirates,Minnesota Twins,Final
746466,2024-06-07T22:40:00Z,Detroit Tigers,Milwaukee Brewers,Final
744845,2024-06-07T22:45:00Z,Washington Nationals,Atlanta Braves,Final
745083,2024-06-07T22:50:00Z,Tampa Bay Rays,Baltimore Orioles,Final
745737,2024-06-07T23:05:00Z,New York Yankees,Los Angeles Dodgers,Final
746704,2024-06-07T23:10:00Z,Cincinnati Reds,Chicago Cubs,Final
746053,2024-06-07T23:10:00Z,Miami Marlins,Cleveland Guardians,Final
745008,2024-06-08T00:05:00Z,Texas Rangers,San Francisco Giants,Final
746302,2024-06-08T00:10:00Z,Kansas City Royals,Seattle Mariners,Final
746785,2024-06-08T00:10:00Z,Chicago White Sox,Boston Red Sox,Final
746220,2024-06-08T01:38:00Z,Los Angeles Angels,Houston Astros,Final
745406,2024-06-08T01:40:00Z,San Diego Padres,Arizona Diamondbacks,Final
745655,2024-06-08T01:40:00Z,Oakland Athletics,Toronto Blue Jays,Final
745814,2024-06-08T17:10:00Z,New York Mets,Philadelphia Phillies,Final
745001,2024-06-08T20:05:00Z,Texas Rangers,San Francisco Giants,Final
745492,2024-06-08T20:05:00Z,Pittsburgh Pirates,Minnesota Twins,Final
744848,2024-06-08T20:05:00Z,Washington Nationals,Atlanta Braves,Final
745652,2024-06-08T20:07:00Z,Oakland Athletics,Toronto Blue Jays,Final
746703,2024-06-08T20:10:00Z,Cincinnati Reds,Chicago Cubs,Final
746300,2024-06-08T20:10:00Z,Kansas City Royals,Seattle Mariners,Final
745082,2024-06-08T20:10:00Z,Tampa Bay Rays,Baltimore Orioles,Final
746786,2024-06-08T20:10:00Z,Chicago White Sox,Boston Red Sox,Final
746461,2024-06-08T20:10:00Z,Detroit Tigers,Milwaukee Brewers,Final
745166,2024-06-08T20:15:00Z,St. Louis Cardinals,Colorado Rockies,Final
746057,2024-06-08T23:35:00Z,Miami Marlins,Cleveland Guardians,Final
745735,2024-06-08T23:35:00Z,New York Yankees,Los Angeles Dodgers,Final
745410,2024-06-09T00:40:00Z,San Diego Padres,Arizona Diamondbacks,Final
746223,2024-06-09T02:07:00Z,Los Angeles Angels,Houston Astros,Final
745571,2024-06-09T14:10:00Z,Philadelphia Phillies,New York Mets,Final
745003,2024-06-09T17:05:00Z,Texas Rangers,San Francisco Giants,Final
745491,2024-06-09T17:35:00Z,Pittsburgh Pirates,Minnesota Twins,Final
744849,2024-06-09T17:35:00Z,Washington Nationals,Atlanta Braves,Final
746705,2024-06-09T17:40:00Z,Cincinnati Reds,Chicago Cubs,Final
745085,2024-06-09T17:40:00Z,Tampa Bay Rays,Baltimore Orioles,Final
746054,2024-06-09T17:40:00Z,Miami Marlins,Cleveland Guardians,Final
746463,2024-06-09T17:40:00Z,Detroit Tigers,Milwaukee Brewers,Final
746297,2024-06-09T18:10:00Z,Kansas City Royals,Seattle Mariners,Final
746787,2024-06-09T18:10:00Z,Chicago White Sox,Boston Red Sox,Final
745167,2024-06-09T18:15:00Z,St. Louis Cardinals,Colorado Rockies,Final
746216,2024-06-09T20:07:00Z,Los Angeles Angels,Houston Astros,Final
745651,2024-06-09T20:07:00Z,Oakland Athletics,Toronto Blue Jays,Final
745407,2024-06-09T20:10:00Z,San Diego Padres,Arizona Diamondbacks,Final
745736,2024-06-09T23:10:00Z,New York Yankees,Los Angeles Dodgers,Final
745080,2024-06-10T22:50:00Z,Tampa Bay Rays,Baltimore Orioles,Final
745897,2024-06-10T23:40:00Z,Minnesota Twins,Colorado Rockies,Final
746295,2024-06-11T00:10:00Z,Kansas City Royals,New York Yankees,Final
745982,2024-06-11T00:10:00Z,Milwaukee Brewers,Toronto Blue Jays,Final
745409,2024-06-11T01:40:00Z,San Diego Padres,Oakland Athletics,Final
745248,2024-06-11T01:40:00Z,Seattle Mariners,Chicago White Sox,Final
745334,2024-06-11T01:45:00Z,San Francisco Giants,Houston Astros,Final
747027,2024-06-11T22:35:00Z,Baltimore Orioles,Atlanta Braves,Final
746464,2024-06-11T22:40:00Z,Detroit Tigers,Washington Nationals,Final
745077,2024-06-11T22:50:00Z,Tampa Bay Rays,Chicago Cubs,Final
746702,2024-06-11T23:10:00Z,Cincinnati Reds,Cleveland Guardians,Final
746951,2024-06-11T23:10:00Z,Boston Red Sox,Philadelphia Phillies,Final
745815,2024-06-11T23:10:00Z,New York Mets,Miami Marlins,Final
745899,2024-06-11T23:40:00Z,Minnesota Twins,Colorado Rockies,Final
745170,2024-06-11T23:45:00Z,St. Louis Cardinals,Pittsburgh Pirates,Final
746296,2024-06-12T00:10:00Z,Kansas City Royals,New York Yankees,Final
745981,2024-06-12T00:10:00Z,Milwaukee Brewers,Toronto Blue Jays,Final
747190,2024-06-12T01:40:00Z,Arizona Diamondbacks,Los Angeles Angels,Final
745404,2024-06-12T01:40:00Z,San Diego Padres,Oakland Athletics,Final
745244,2024-06-12T01:40:00Z,Seattle Mariners,Chicago White Sox,Final
745327,2024-06-12T01:45:00Z,San Francisco Giants,Houston Astros,Final
746139,2024-06-12T02:10:00Z,Los Angeles Dodgers,Texas Rangers,Final
745896,2024-06-12T17:10:00Z,Minnesota Twins,Colorado Rockies,Final
745978,2024-06-12T18:10:00Z,Milwaukee Brewers,Toronto Blue Jays,Final
745328,2024-06-12T19:45:00Z,San Francisco Giants,Houston Astros,Final
745405,2024-06-12T20:10:00Z,San Diego Padres,Oakland Athletics,Final
747028,2024-06-12T22:35:00Z,Baltimore Orioles,Atlanta Braves,Final
746462,2024-06-12T22:40:00Z,Detroit Tigers,Washington Nationals,Final
745079,2024-06-12T22:50:00Z,Tampa Bay Rays,Chicago Cubs,Final
746701,2024-06-12T23:10:00Z,Cincinnati Reds,Cleveland Guardians,Final
746948,2024-06-12T23:10:00Z,Boston Red Sox,Philadelphia Phillies,Final
745811,2024-06-12T23:10:00Z,New York Mets,Miami Marlins,Final
745171,2024-06-12T23:45:00Z,St. Louis Cardinals,Pittsburgh Pirates,Final
746294,2024-06-13T00:10:00Z,Kansas City Royals,New York Yankees,Final
747193,2024-06-13T01:40:00Z,Arizona Diamondbacks,Los Angeles Angels,Final
745246,2024-06-13T01:40:00Z,Seattle Mariners,Chicago White Sox,Final
746137,2024-06-13T02:10:00Z,Los Angeles Dodgers,Texas Rangers,Final
747026,2024-06-13T17:05:00Z,Baltimore Orioles,Atlanta Braves,Final
746465,2024-06-13T17:10:00Z,Detroit Tigers,Washington Nationals,Final
746299,2024-06-13T18:10:00Z,Kansas City Royals,New York Yankees,Final
745168,2024-06-13T18:15:00Z,St. Louis Cardinals,Pittsburgh Pirates,Final
745075,2024-06-13T22:50:00Z,Tampa Bay Rays,Chicago Cubs,Final
746944,2024-06-13T23:10:00Z,Boston Red Sox,Philadelphia Phillies,Final
745809,2024-06-13T23:10:00Z,New York Mets,Miami Marlins,Final
745894,2024-06-13T23:40:00Z,Minnesota Twins,Oakland Athletics,Final
747192,2024-06-14T01:40:00Z,Arizona Diamondbacks,Los Angeles Angels,Final
745245,2024-06-14T01:40:00Z,Seattle Mariners,Chicago White Sox,Final
746136,2024-06-14T02:10:00Z,Los Angeles Dodgers,Texas Rangers,Final
746869,2024-06-14T18:20:00Z,Chicago Cubs,St. Louis Cardinals,Final
