gamePk,date,home_team,away_team,status,home_score,away_score
777511,2025-06-14T20:10:00Z,Kansas City Royals,Athletics,Final,0.0,4.0
777518,2025-06-14T20:10:00Z,New York Mets,Tampa Bay Rays,Final,4.0,8.0
777510,2025-06-14T20:10:00Z,Houston Astros,Minnesota Twins,Final,3.0,2.0
777523,2025-06-14T20:10:00Z,Atlanta Braves,Colorado Rockies,Final,4.0,1.0
777512,2025-06-14T20:10:00Z,Milwaukee Brewers,St. Louis Cardinals,Final,5.0,8.0
777515,2025-06-14T23:15:00Z,Arizona Diamondbacks,San Diego Padres,Final,8.0,7.0
777516,2025-06-14T23:15:00Z,Boston Red Sox,New York Yankees,Final,4.0,3.0
777507,2025-06-15T01:40:00Z,Seattle Mariners,Cleveland Guardians,Final,4.0,3.0
777506,2025-06-15T02:10:00Z,Los Angeles Dodgers,San Francisco Giants,Final,11.0,5.0
777505,2025-06-15T16:05:00Z,Detroit Tigers,Cincinnati Reds,Final,4.0,8.0
777501,2025-06-15T17:35:00Z,Baltimore Orioles,Los Angeles Angels,Final,11.0,2.0
777499,2025-06-15T17:35:00Z,Philadelphia Phillies,Toronto Blue Jays,Final,11.0,4.0
777504,2025-06-15T17:35:00Z,Atlanta Braves,Colorado Rockies,Final,1.0,10.0
777503,2025-06-15T17:35:00Z,Washington Nationals,Miami Marlins,Final,1.0,3.0
777500,2025-06-15T17:35:00Z,Boston Red Sox,New York Yankees,Final,2.0,0.0
777502,2025-06-15T17:40:00Z,New York Mets,Tampa Bay Rays,Final,0.0,9.0
777496,2025-06-15T18:10:00Z,Kansas City Royals,Athletics,Final,2.0,3.0
777494,2025-06-15T18:10:00Z,Houston Astros,Minnesota Twins,Final,2.0,1.0
777492,2025-06-15T18:10:00Z,Milwaukee Brewers,St. Louis Cardinals,Final,3.0,2.0
777497,2025-06-15T18:20:00Z,Chicago Cubs,Pittsburgh Pirates,Final,3.0,2.0
777493,2025-06-15T18:35:00Z,Texas Rangers,Chicago White Sox,Final,2.0,1.0
777491,2025-06-15T20:10:00Z,Arizona Diamondbacks,San Diego Padres,Final,2.0,8.0
777495,2025-06-15T20:10:00Z,Seattle Mariners,Cleveland Guardians,Final,6.0,0.0
777498,2025-06-15T23:10:00Z,Los Angeles Dodgers,San Francisco Giants,Final,5.0,4.0
777483,2025-06-16T22:40:00Z,Miami Marlins,Philadelphia Phillies,Final,2.0,5.0
777488,2025-06-16T22:45:00Z,Washington Nationals,Colorado Rockies,Final,4.0,6.0
777487,2025-06-16T23:05:00Z,New York Yankees,Los Angeles Angels,Final,0.0,1.0
777484,2025-06-16T23:35:00Z,Tampa Bay Rays,Baltimore Orioles,Final,7.0,1.0
777486,2025-06-17T01:40:00Z,Seattle Mariners,Boston Red Sox,Final,0.0,2.0
777485,2025-06-17T02:05:00Z,Athletics,Houston Astros,Final,3.0,1.0
777490,2025-06-17T02:10:00Z,Los Angeles Dodgers,San Diego Padres,Final,6.0,3.0
777481,2025-06-17T22:10:00Z,Miami Marlins,Philadelphia Phillies,Final,8.0,3.0
777475,2025-06-17T22:40:00Z,Detroit Tigers,Pittsburgh Pirates,Final,7.0,3.0
777480,2025-06-17T22:45:00Z,Washington Nationals,Colorado Rockies,Final,6.0,10.0
777476,2025-06-17T23:05:00Z,New York Yankees,Los Angeles Angels,Final,0.0,4.0
777479,2025-06-17T23:07:00Z,Toronto Blue Jays,Arizona Diamondbacks,Final,5.0,4.0
777478,2025-06-17T23:10:00Z,Cincinnati Reds,Minnesota Twins,Final,6.0,5.0
777489,2025-06-17T23:15:00Z,Atlanta Braves,New York Mets,Final,5.0,4.0
777477,2025-06-17T23:35:00Z,Tampa Bay Rays,Baltimore Orioles,Final,1.0,5.0
777467,2025-06-17T23:40:00Z,Chicago White Sox,St. Louis Cardinals,Final,2.0,12.0
777468,2025-06-18T00:05:00Z,Texas Rangers,Kansas City Royals,Final,1.0,6.0
777482,2025-06-18T00:05:00Z,Chicago Cubs,Milwaukee Brewers,Final,5.0,3.0
777473,2025-06-18T01:40:00Z,Seattle Mariners,Boston Red Sox,Final,8.0,0.0
777472,2025-06-18T01:45:00Z,San Francisco Giants,Cleveland Guardians,Final,2.0,3.0
777469,2025-06-18T02:05:00Z,Athletics,Houston Astros,Final,3.0,13.0
777471,2025-06-18T02:10:00Z,Los Angeles Dodgers,San Diego Padres,Final,8.0,6.0
777453,2025-06-18T20:10:00Z,Seattle Mariners,Boston Red Sox,Final,1.0,3.0
777465,2025-06-18T22:40:00Z,Miami Marlins,Philadelphia Phillies,Live,0.0,0.0
777461,2025-06-18T22:45:00Z,Washington Nationals,Colorado Rockies,Preview,0.0,0.0
777466,2025-06-18T23:05:00Z,New York Yankees,Los Angeles Angels,Live,0.0,0.0
777462,2025-06-18T23:07:00Z,Toronto Blue Jays,Arizona Diamondbacks,Preview,0.0,0.0
777474,2025-06-18T23:10:00Z,Cincinnati Reds,Minnesota Twins,Preview,0.0,0.0
777470,2025-06-18T23:15:00Z,Atlanta Braves,New York Mets,Preview,0.0,0.0
777463,2025-06-18T23:35:00Z,Tampa Bay Rays,Baltimore Orioles,Preview,0.0,0.0
777460,2025-06-19T00:05:00Z,Texas Rangers,Kansas City Royals,Preview,0.0,0.0
777454,2025-06-19T01:45:00Z,San Francisco Giants,Cleveland Guardians,Preview,0.0,0.0
777456,2025-06-19T02:05:00Z,Athletics,Houston Astros,Preview,,
777457,2025-06-19T02:10:00Z,Los Angeles Dodgers,San Diego Padres,Preview,,
777464,2025-06-18T22:40:00Z,Detroit Tigers,Pittsburgh Pirates,Final,,
777458,2025-06-18T23:40:00Z,Chicago White Sox,St. Louis Cardinals,Final,,
777459,2025-06-19T00:05:00Z,Chicago Cubs,Milwaukee Brewers,Final,,
777452,2025-06-19T16:40:00Z,Cincinnati Reds,Minnesota Twins,Preview,,
777445,2025-06-19T17:05:00Z,Washington Nationals,Colorado Rockies,Preview,,
777449,2025-06-19T17:05:00Z,New York Yankees,Los Angeles Angels,Preview,,
777451,2025-06-19T17:10:00Z,Detroit Tigers,Pittsburgh Pirates,Preview,,
777464,2025-06-19T21:40:00Z,Detroit Tigers,Pittsburgh Pirates,Preview,,
777447,2025-06-19T18:10:00Z,Chicago White Sox,St. Louis Cardinals,Preview,,
777458,2025-06-19T18:15:00Z,Chicago White Sox,St. Louis Cardinals,Preview,,
777450,2025-06-19T18:20:00Z,Chicago Cubs,Milwaukee Brewers,Preview,,
777443,2025-06-19T18:35:00Z,Texas Rangers,Kansas City Royals,Preview,,
777448,2025-06-19T19:07:00Z,Toronto Blue Jays,Arizona Diamondbacks,Preview,,
777440,2025-06-19T20:05:00Z,San Francisco Giants,Cleveland Guardians,Preview,,
777444,2025-06-19T22:40:00Z,Miami Marlins,Philadelphia Phillies,Preview,,
777455,2025-06-19T23:15:00Z,Atlanta Braves,New York Mets,Preview,,
777446,2025-06-19T23:35:00Z,Tampa Bay Rays,Baltimore Orioles,Preview,,
777441,2025-06-20T02:05:00Z,Athletics,Houston Astros,Preview,,
777442,2025-06-20T02:10:00Z,Los Angeles Dodgers,San Diego Padres,Preview,,
777436,2025-06-20T18:20:00Z,Chicago Cubs,Seattle Mariners,Preview,,
777432,2025-06-20T22:40:00Z,Pittsburgh Pirates,Texas Rangers,Preview,,
777431,2025-06-20T23:05:00Z,Tampa Bay Rays,Detroit Tigers,Preview,,
777438,2025-06-20T23:05:00Z,New York Yankees,Baltimore Orioles,Preview,,
777435,2025-06-20T23:07:00Z,Toronto Blue Jays,Chicago White Sox,Preview,,
777439,2025-06-20T23:10:00Z,Miami Marlins,Atlanta Braves,Preview,,
777433,2025-06-20T23:15:00Z,St. Louis Cardinals,Cincinnati Reds,Preview,,
777437,2025-06-20T23:15:00Z,Philadelphia Phillies,New York Mets,Preview,,
777434,2025-06-21T00:10:00Z,Minnesota Twins,Milwaukee Brewers,Preview,,
777430,2025-06-21T00:40:00Z,Colorado Rockies,Arizona Diamondbacks,Preview,,
777428,2025-06-21T01:38:00Z,Los Angeles Angels,Houston Astros,Preview,,
777426,2025-06-21T01:40:00Z,San Diego Padres,Kansas City Royals,Preview,,
777429,2025-06-21T02:05:00Z,Athletics,Cleveland Guardians,Preview,,
777427,2025-06-21T02:10:00Z,Los Angeles Dodgers,Washington Nationals,Preview,,
777425,2025-06-21T02:15:00Z,San Francisco Giants,Boston Red Sox,Preview,,
777420,2025-06-21T16:10:00Z,Tampa Bay Rays,Detroit Tigers,Preview,,
777422,2025-06-21T17:05:00Z,New York Yankees,Baltimore Orioles,Preview,,
777412,2025-06-21T18:10:00Z,Minnesota Twins,Milwaukee Brewers,Preview,,
777415,2025-06-21T18:15:00Z,St. Louis Cardinals,Cincinnati Reds,Preview,,
777419,2025-06-21T18:20:00Z,Chicago Cubs,Seattle Mariners,Preview,,
777418,2025-06-21T19:07:00Z,Toronto Blue Jays,Chicago White Sox,Preview,,
777417,2025-06-21T20:05:00Z,San Francisco Giants,Boston Red Sox,Preview,,
777421,2025-06-21T20:05:00Z,Pittsburgh Pirates,Texas Rangers,Preview,,
777424,2025-06-21T20:10:00Z,Miami Marlins,Atlanta Braves,Preview,,
777413,2025-06-21T23:15:00Z,San Diego Padres,Kansas City Royals,Preview,,
777423,2025-06-21T23:15:00Z,Philadelphia Phillies,New York Mets,Preview,,
777410,2025-06-22T01:10:00Z,Colorado Rockies,Arizona Diamondbacks,Preview,,
777414,2025-06-22T01:38:00Z,Los Angeles Angels,Houston Astros,Preview,,
777411,2025-06-22T02:05:00Z,Athletics,Cleveland Guardians,Preview,,
777416,2025-06-22T02:10:00Z,Los Angeles Dodgers,Washington Nationals,Preview,,
777406,2025-06-22T15:35:00Z,New York Yankees,Baltimore Orioles,Preview,,
777409,2025-06-22T16:10:00Z,Tampa Bay Rays,Detroit Tigers,Preview,,
777404,2025-06-22T17:35:00Z,Pittsburgh Pirates,Texas Rangers,Preview,,
777408,2025-06-22T17:37:00Z,Toronto Blue Jays,Chicago White Sox,Preview,,
777402,2025-06-22T17:40:00Z,Miami Marlins,Atlanta Braves,Preview,,
777401,2025-06-22T18:10:00Z,Minnesota Twins,Milwaukee Brewers,Preview,,
777407,2025-06-22T18:15:00Z,St. Louis Cardinals,Cincinnati Reds,Preview,,
777403,2025-06-22T18:20:00Z,Chicago Cubs,Seattle Mariners,Preview,,
777399,2025-06-22T19:10:00Z,Colorado Rockies,Arizona Diamondbacks,Preview,,
777400,2025-06-22T20:05:00Z,Athletics,Cleveland Guardians,Preview,,
777395,2025-06-22T20:05:00Z,San Francisco Giants,Boston Red Sox,Preview,,
777397,2025-06-22T20:07:00Z,Los Angeles Angels,Houston Astros,Preview,,
777398,2025-06-22T20:10:00Z,Los Angeles Dodgers,Washington Nationals,Preview,,
777396,2025-06-22T20:10:00Z,San Diego Padres,Kansas City Royals,Preview,,
777405,2025-06-22T23:10:00Z,Philadelphia Phillies,New York Mets,Preview,,
777394,2025-06-23T22:35:00Z,Baltimore Orioles,Texas Rangers,Preview,,
777389,2025-06-23T23:10:00Z,New York Mets,Atlanta Braves,Preview,,
777390,2025-06-23T23:10:00Z,Cincinnati Reds,New York Yankees,Preview,,
777388,2025-06-23T23:40:00Z,Minnesota Twins,Seattle Mariners,Preview,,
777393,2025-06-23T23:40:00Z,Chicago White Sox,Arizona Diamondbacks,Preview,,
777391,2025-06-23T23:40:00Z,Milwaukee Brewers,Pittsburgh Pirates,Preview,,
777392,2025-06-23T23:45:00Z,St. Louis Cardinals,Chicago Cubs,Preview,,
777381,2025-06-24T01:38:00Z,Los Angeles Angels,Boston Red Sox,Preview,,
777382,2025-06-24T01:40:00Z,San Diego Padres,Washington Nationals,Preview,,
777380,2025-06-24T22:35:00Z,Baltimore Orioles,Texas Rangers,Preview,,
777386,2025-06-24T22:40:00Z,Detroit Tigers,Athletics,Preview,,
777384,2025-06-24T22:40:00Z,Cleveland Guardians,Toronto Blue Jays,Preview,,
777387,2025-06-24T23:10:00Z,New York Mets,Atlanta Braves,Preview,,
777385,2025-06-24T23:10:00Z,Cincinnati Reds,New York Yankees,Preview,,
777378,2025-06-24T23:40:00Z,Kansas City Royals,Tampa Bay Rays,Preview,,
777375,2025-06-24T23:40:00Z,Minnesota Twins,Seattle Mariners,Preview,,
777383,2025-06-24T23:40:00Z,Chicago White Sox,Arizona Diamondbacks,Preview,,
777374,2025-06-24T23:40:00Z,Milwaukee Brewers,Pittsburgh Pirates,Preview,,
777373,2025-06-24T23:45:00Z,St. Louis Cardinals,Chicago Cubs,Preview,,
777377,2025-06-25T00:10:00Z,Houston Astros,Philadelphia Phillies,Preview,,
777379,2025-06-25T00:40:00Z,Colorado Rockies,Los Angeles Dodgers,Preview,,
777376,2025-06-25T01:38:00Z,Los Angeles Angels,Boston Red Sox,Preview,,
777372,2025-06-25T01:40:00Z,San Diego Padres,Washington Nationals,Preview,,
777364,2025-06-25T01:45:00Z,San Francisco Giants,Miami Marlins,Preview,,
777370,2025-06-25T18:10:00Z,Chicago White Sox,Arizona Diamondbacks,Preview,,
777361,2025-06-25T18:10:00Z,Milwaukee Brewers,Pittsburgh Pirates,Preview,,
777362,2025-06-25T20:07:00Z,Los Angeles Angels,Boston Red Sox,Preview,,
777360,2025-06-25T20:10:00Z,San Diego Padres,Washington Nationals,Preview,,
777365,2025-06-25T22:35:00Z,Baltimore Orioles,Texas Rangers,Preview,,
777371,2025-06-25T22:40:00Z,Detroit Tigers,Athletics,Preview,,
777368,2025-06-25T22:40:00Z,Cleveland Guardians,Toronto Blue Jays,Preview,,
777369,2025-06-25T23:10:00Z,New York Mets,Atlanta Braves,Preview,,
777367,2025-06-25T23:10:00Z,Cincinnati Reds,New York Yankees,Preview,,
777359,2025-06-25T23:40:00Z,Kansas City Royals,Tampa Bay Rays,Preview,,
777363,2025-06-25T23:40:00Z,Minnesota Twins,Seattle Mariners,Preview,,
777357,2025-06-25T23:45:00Z,St. Louis Cardinals,Chicago Cubs,Preview,,
777366,2025-06-26T00:10:00Z,Houston Astros,Philadelphia Phillies,Preview,,
777358,2025-06-26T00:40:00Z,Colorado Rockies,Los Angeles Dodgers,Preview,,
777355,2025-06-26T01:45:00Z,San Francisco Giants,Miami Marlins,Preview,,
777351,2025-06-26T17:10:00Z,Detroit Tigers,Athletics,Preview,,
777354,2025-06-26T17:10:00Z,Cleveland Guardians,Toronto Blue Jays,Preview,,
777356,2025-06-26T17:10:00Z,Minnesota Twins,Seattle Mariners,Preview,,
777353,2025-06-26T18:10:00Z,Kansas City Royals,Tampa Bay Rays,Preview,,
777350,2025-06-26T18:10:00Z,Houston Astros,Philadelphia Phillies,Preview,,
777348,2025-06-26T18:15:00Z,St. Louis Cardinals,Chicago Cubs,Preview,,
777344,2025-06-26T19:10:00Z,Colorado Rockies,Los Angeles Dodgers,Preview,,
777347,2025-06-26T19:45:00Z,San Francisco Giants,Miami Marlins,Preview,,
777352,2025-06-26T23:10:00Z,New York Mets,Atlanta Braves,Preview,,
777341,2025-06-27T22:40:00Z,Pittsburgh Pirates,New York Mets,Preview,,
777343,2025-06-27T23:05:00Z,Baltimore Orioles,Tampa Bay Rays,Preview,,
777337,2025-06-27T23:05:00Z,New York Yankees,Athletics,Preview,,
777346,2025-06-27T23:10:00Z,Cincinnati Reds,San Diego Padres,Preview,,
777349,2025-06-27T23:10:00Z,Cleveland Guardians,St. Louis Cardinals,Preview,,
777345,2025-06-27T23:10:00Z,Boston Red Sox,Toronto Blue Jays,Preview,,
777334,2025-06-27T23:10:00Z,Detroit Tigers,Minnesota Twins,Preview,,
777342,2025-06-27T23:15:00Z,Atlanta Braves,Philadelphia Phillies,Preview,,
777338,2025-06-27T23:40:00Z,Chicago White Sox,San Francisco Giants,Preview,,
777340,2025-06-28T00:05:00Z,Texas Rangers,Seattle Mariners,Preview,,
777336,2025-06-28T00:10:00Z,Houston Astros,Chicago Cubs,Preview,,
777335,2025-06-28T00:10:00Z,Kansas City Royals,Los Angeles Dodgers,Preview,,
777339,2025-06-28T00:10:00Z,Milwaukee Brewers,Colorado Rockies,Preview,,
777331,2025-06-28T01:38:00Z,Los Angeles Angels,Washington Nationals,Preview,,
777332,2025-06-28T01:40:00Z,Arizona Diamondbacks,Miami Marlins,Preview,,
777326,2025-06-28T17:05:00Z,New York Yankees,Athletics,Preview,,
777324,2025-06-28T17:10:00Z,Detroit Tigers,Minnesota Twins,Preview,,
777325,2025-06-28T20:05:00Z,Pittsburgh Pirates,New York Mets,Preview,,
777330,2025-06-28T20:05:00Z,Baltimore Orioles,Tampa Bay Rays,Preview,,
777322,2025-06-28T20:05:00Z,Texas Rangers,Seattle Mariners,Preview,,
777319,2025-06-28T20:10:00Z,Kansas City Royals,Los Angeles Dodgers,Preview,,
777328,2025-06-28T20:10:00Z,Cincinnati Reds,San Diego Padres,Preview,,
777329,2025-06-28T20:10:00Z,Cleveland Guardians,St. Louis Cardinals,Preview,,
777323,2025-06-28T20:10:00Z,Boston Red Sox,Toronto Blue Jays,Preview,,
777327,2025-06-28T20:10:00Z,Chicago White Sox,San Francisco Giants,Preview,,
777318,2025-06-28T20:10:00Z,Arizona Diamondbacks,Miami Marlins,Preview,,
777321,2025-06-28T20:10:00Z,Milwaukee Brewers,Colorado Rockies,Preview,,
777320,2025-06-28T23:15:00Z,Houston Astros,Chicago Cubs,Preview,,
777333,2025-06-28T23:15:00Z,Atlanta Braves,Philadelphia Phillies,Preview,,
777315,2025-06-29T01:38:00Z,Los Angeles Angels,Washington Nationals,Preview,,
777309,2025-06-29T16:05:00Z,Cleveland Guardians,St. Louis Cardinals,Preview,,
777313,2025-06-29T17:35:00Z,Pittsburgh Pirates,New York Mets,Preview,,
777317,2025-06-29T17:35:00Z,Baltimore Orioles,Tampa Bay Rays,Preview,,
777310,2025-06-29T17:35:00Z,Boston Red Sox,Toronto Blue Jays,Preview,,
777316,2025-06-29T17:35:00Z,Atlanta Braves,Philadelphia Phillies,Preview,,
777307,2025-06-29T17:35:00Z,New York Yankees,Athletics,Preview,,
777312,2025-06-29T17:40:00Z,Cincinnati Reds,San Diego Padres,Preview,,
777308,2025-06-29T18:10:00Z,Houston Astros,Chicago Cubs,Preview,,
777304,2025-06-29T18:10:00Z,Kansas City Royals,Los Angeles Dodgers,Preview,,
777311,2025-06-29T18:10:00Z,Chicago White Sox,San Francisco Giants,Preview,,
777301,2025-06-29T18:10:00Z,Milwaukee Brewers,Colorado Rockies,Preview,,
777302,2025-06-29T18:35:00Z,Texas Rangers,Seattle Mariners,Preview,,
777305,2025-06-29T20:07:00Z,Los Angeles Angels,Washington Nationals,Preview,,
777303,2025-06-29T20:10:00Z,Arizona Diamondbacks,Miami Marlins,Preview,,
777314,2025-06-29T23:10:00Z,Detroit Tigers,Minnesota Twins,Preview,,
777306,2025-06-30T22:30:00Z,Philadelphia Phillies,San Diego Padres,Preview,,
777299,2025-06-30T22:40:00Z,Pittsburgh Pirates,St. Louis Cardinals,Preview,,
777295,2025-06-30T23:07:00Z,Toronto Blue Jays,New York Yankees,Preview,,
777300,2025-06-30T23:10:00Z,Boston Red Sox,Cincinnati Reds,Preview,,
777296,2025-06-30T23:35:00Z,Tampa Bay Rays,Athletics,Preview,,
777292,2025-07-01T00:05:00Z,Texas Rangers,Baltimore Orioles,Preview,,
777297,2025-07-01T01:40:00Z,Seattle Mariners,Kansas City Royals,Preview,,
777291,2025-07-01T01:40:00Z,Arizona Diamondbacks,San Francisco Giants,Preview,,
777283,2025-07-01T19:07:00Z,Toronto Blue Jays,New York Yankees,Preview,,
777290,2025-07-01T22:30:00Z,Philadelphia Phillies,San Diego Padres,Preview,,
777288,2025-07-01T22:40:00Z,Pittsburgh Pirates,St. Louis Cardinals,Preview,,
777293,2025-07-01T22:40:00Z,Miami Marlins,Minnesota Twins,Preview,,
777284,2025-07-01T22:45:00Z,Washington Nationals,Detroit Tigers,Preview,,
777286,2025-07-01T23:05:00Z,Tampa Bay Rays,Athletics,Preview,,
777294,2025-07-01T23:10:00Z,Boston Red Sox,Cincinnati Reds,Preview,,
777289,2025-07-01T23:10:00Z,New York Mets,Milwaukee Brewers,Preview,,
777298,2025-07-01T23:15:00Z,Atlanta Braves,Los Angeles Angels,Preview,,
777287,2025-07-02T00:05:00Z,Chicago Cubs,Cleveland Guardians,Preview,,
777282,2025-07-02T00:05:00Z,Texas Rangers,Baltimore Orioles,Preview,,
777285,2025-07-02T00:40:00Z,Colorado Rockies,Houston Astros,Preview,,
777281,2025-07-02T01:40:00Z,Seattle Mariners,Kansas City Royals,Preview,,
777278,2025-07-02T01:40:00Z,Arizona Diamondbacks,San Francisco Giants,Preview,,
777280,2025-07-02T02:10:00Z,Los Angeles Dodgers,Chicago White Sox,Preview,,
777271,2025-07-02T16:10:00Z,Tampa Bay Rays,Athletics,Preview,,
777272,2025-07-02T16:35:00Z,Pittsburgh Pirates,St. Louis Cardinals,Preview,,
777273,2025-07-02T17:05:00Z,Philadelphia Phillies,San Diego Padres,Preview,,
777275,2025-07-02T22:40:00Z,Miami Marlins,Minnesota Twins,Preview,,
777265,2025-07-02T22:45:00Z,Washington Nationals,Detroit Tigers,Preview,,
777274,2025-07-02T23:07:00Z,Toronto Blue Jays,New York Yankees,Preview,,
777277,2025-07-02T23:10:00Z,Boston Red Sox,Cincinnati Reds,Preview,,
777276,2025-07-02T23:10:00Z,New York Mets,Milwaukee Brewers,Preview,,
777279,2025-07-02T23:15:00Z,Atlanta Braves,Los Angeles Angels,Preview,,
777266,2025-07-03T00:05:00Z,Chicago Cubs,Cleveland Guardians,Preview,,
777268,2025-07-03T00:05:00Z,Texas Rangers,Baltimore Orioles,Preview,,
777269,2025-07-03T00:40:00Z,Colorado Rockies,Houston Astros,Preview,,
777262,2025-07-03T01:40:00Z,Seattle Mariners,Kansas City Royals,Preview,,
777270,2025-07-03T01:40:00Z,Arizona Diamondbacks,San Francisco Giants,Preview,,
777267,2025-07-03T02:10:00Z,Los Angeles Dodgers,Chicago White Sox,Preview,,
777263,2025-07-03T16:10:00Z,Miami Marlins,Minnesota Twins,Preview,,
777264,2025-07-03T19:10:00Z,Colorado Rockies,Houston Astros,Preview,,
777258,2025-07-03T22:45:00Z,Washington Nationals,Detroit Tigers,Preview,,
777260,2025-07-03T23:07:00Z,Toronto Blue Jays,New York Yankees,Preview,,
777257,2025-07-03T23:10:00Z,New York Mets,Milwaukee Brewers,Preview,,
777261,2025-07-03T23:15:00Z,Atlanta Braves,Los Angeles Angels,Preview,,
777259,2025-07-04T00:05:00Z,Chicago Cubs,Cleveland Guardians,Preview,,
777256,2025-07-04T01:40:00Z,Arizona Diamondbacks,San Francisco Giants,Preview,,
777251,2025-07-04T02:10:00Z,Seattle Mariners,Kansas City Royals,Preview,,
777253,2025-07-04T02:10:00Z,Los Angeles Dodgers,Chicago White Sox,Preview,,
777245,2025-07-04T15:05:00Z,Washington Nationals,Boston Red Sox,Preview,,
777255,2025-07-04T17:05:00Z,Philadelphia Phillies,Cincinnati Reds,Preview,,
777246,2025-07-04T18:20:00Z,Chicago Cubs,St. Louis Cardinals,Preview,,
777250,2025-07-04T19:10:00Z,New York Mets,New York Yankees,Preview,,
777236,2025-07-04T20:10:00Z,Seattle Mariners,Pittsburgh Pirates,Preview,,
777247,2025-07-04T20:10:00Z,Minnesota Twins,Tampa Bay Rays,Preview,,
777239,2025-07-04T22:40:00Z,San Diego Padres,Texas Rangers,Preview,,
777242,2025-07-04T23:07:00Z,Toronto Blue Jays,Los Angeles Angels,Preview,,
777249,2025-07-04T23:10:00Z,Cleveland Guardians,Detroit Tigers,Preview,,
777254,2025-07-04T23:10:00Z,Miami Marlins,Milwaukee Brewers,Preview,,
777252,2025-07-04T23:15:00Z,Atlanta Braves,Baltimore Orioles,Preview,,
777243,2025-07-05T00:10:00Z,Colorado Rockies,Chicago White Sox,Preview,,
777235,2025-07-05T01:10:00Z,Los Angeles Dodgers,Houston Astros,Preview,,
777248,2025-07-05T01:40:00Z,Arizona Diamondbacks,Kansas City Royals,Preview,,
777244,2025-07-05T02:05:00Z,Athletics,San Francisco Giants,Preview,,
777230,2025-07-05T18:10:00Z,Minnesota Twins,Tampa Bay Rays,Preview,,
777229,2025-07-05T18:20:00Z,Chicago Cubs,St. Louis Cardinals,Preview,,
777231,2025-07-05T19:07:00Z,Toronto Blue Jays,Los Angeles Angels,Preview,,
777228,2025-07-05T20:05:00Z,Washington Nationals,Boston Red Sox,Preview,,
777233,2025-07-05T20:05:00Z,Philadelphia Phillies,Cincinnati Reds,Preview,,
777234,2025-07-05T20:10:00Z,Arizona Diamondbacks,Kansas City Royals,Preview,,
777237,2025-07-05T20:10:00Z,Atlanta Braves,Baltimore Orioles,Preview,,
777241,2025-07-05T20:10:00Z,New York Mets,New York Yankees,Preview,,
777238,2025-07-05T20:10:00Z,Miami Marlins,Milwaukee Brewers,Preview,,
777240,2025-07-05T23:15:00Z,Cleveland Guardians,Detroit Tigers,Preview,,
777221,2025-07-05T23:15:00Z,Los Angeles Dodgers,Houston Astros,Preview,,
777232,2025-07-06T01:10:00Z,Colorado Rockies,Chicago White Sox,Preview,,
777223,2025-07-06T01:40:00Z,San Diego Padres,Texas Rangers,Preview,,
777227,2025-07-06T02:05:00Z,Athletics,San Francisco Giants,Preview,,
777225,2025-07-06T02:10:00Z,Seattle Mariners,Pittsburgh Pirates,Preview,,
777222,2025-07-06T15:35:00Z,Atlanta Braves,Baltimore Orioles,Preview,,
777213,2025-07-06T17:35:00Z,Washington Nationals,Boston Red Sox,Preview,,
777217,2025-07-06T17:35:00Z,Philadelphia Phillies,Cincinnati Reds,Preview,,
777214,2025-07-06T17:37:00Z,Toronto Blue Jays,Los Angeles Angels,Preview,,
777226,2025-07-06T17:40:00Z,Cleveland Guardians,Detroit Tigers,Preview,,
777216,2025-07-06T17:40:00Z,New York Mets,New York Yankees,Preview,,
777224,2025-07-06T17:40:00Z,Miami Marlins,Milwaukee Brewers,Preview,,
777220,2025-07-06T18:10:00Z,Minnesota Twins,Tampa Bay Rays,Preview,,
777219,2025-07-06T18:20:00Z,Chicago Cubs,St. Louis Cardinals,Preview,,
777215,2025-07-06T19:10:00Z,Colorado Rockies,Chicago White Sox,Preview,,
777218,2025-07-06T20:10:00Z,Arizona Diamondbacks,Kansas City Royals,Preview,,
777206,2025-07-06T20:10:00Z,Los Angeles Dodgers,Houston Astros,Preview,,
777205,2025-07-06T20:10:00Z,Seattle Mariners,Pittsburgh Pirates,Preview,,
777207,2025-07-07T01:10:00Z,San Diego Padres,Texas Rangers,Preview,,
777210,2025-07-07T02:05:00Z,Athletics,San Francisco Giants,Preview,,
777211,2025-07-07T22:40:00Z,Detroit Tigers,Tampa Bay Rays,Preview,,
777209,2025-07-07T23:10:00Z,Boston Red Sox,Colorado Rockies,Preview,,
777208,2025-07-07T23:10:00Z,Cincinnati Reds,Miami Marlins,Preview,,
777204,2025-07-07T23:40:00Z,Kansas City Royals,Pittsburgh Pirates,Preview,,
777212,2025-07-07T23:40:00Z,Chicago White Sox,Toronto Blue Jays,Preview,,
777201,2025-07-07T23:40:00Z,Milwaukee Brewers,Los Angeles Dodgers,Preview,,
777202,2025-07-08T00:10:00Z,Houston Astros,Cleveland Guardians,Preview,,
777200,2025-07-08T01:38:00Z,Los Angeles Angels,Texas Rangers,Preview,,
777203,2025-07-08T01:40:00Z,San Diego Padres,Arizona Diamondbacks,Preview,,
777199,2025-07-08T01:45:00Z,San Francisco Giants,Philadelphia Phillies,Preview,,
777198,2025-07-08T22:35:00Z,Baltimore Orioles,New York Mets,Preview,,
777195,2025-07-08T22:40:00Z,Detroit Tigers,Tampa Bay Rays,Preview,,
777187,2025-07-08T23:05:00Z,New York Yankees,Seattle Mariners,Preview,,
